2
0,5
0,6
4.276809456110005,1.0422842704020683,2.876346440844337
0.17200384707324157,3.5769327079373103,8.928854900161317
2.9949273201273985,2.623797157192087,0.5010225969778479
2.5916898778210626,0.017487368010568938,0.25899073404627765
2.4143563821236502,3.0303628322082643,0.4947494397872893
4.066372934543952,5.627015901559586,1.6782870434754602
3.489593175170188,3.8687064763580334,1.035477975786324
2.2019431022143925,0.5990822139421175,1.4424382236376996
0.9671722358585799,0.19312030601134644,4.622622475106139
3.421706320605513,2.9417670735827244,0.18229817407003146
4.713244853366682,2.9098878829963617,2.7080253240985344
1.2834976652901604,1.804611854502646,5.192319380017131
4.210396811629524,3.4671237382430062,1.4375405401042007
3.4484880629017716,0.29752818084678667,0.29332702368345354
2.5216586923695306,3.774267019666418,1.0337585862123058
3.555304624822967,0.8725663284156038,1.3807568672567916
4.610093648472181,4.58375330067118,4.2474706872283825
2.360106908613977,1.0606654440376821,2.0705846675094204
0.6525068259217731,1.7920731694587624,7.893883836118391
3.7729961677562756,0.7130750289100616,1.308781440075213
1.742527241757209,3.3812011442734224,1.9553760568466365
2.9220199945030862,2.084192613831099,1.5492427974995628
2.4637161301958987,3.2860348093575316,0.4462948503195386
2.2532458702662357,1.4018426611311665,2.660443034946416
2.4373071189009687,0.7760689208266809,1.4205044521235588
2.4765950821856912,3.3217210019826675,0.4528273263741577
0.8491254613364352,5.105276070886774,6.773277035408528
3.5667326629066807,2.2175638396861634,1.4915619525240937
2.1116590431451576,0.9781802977149607,2.3528998872142
